UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,allCommonss,39,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:logged_in_user_can_get_all_ucsbdiningcommons()]
CarController.java,edu.ucsb.cs156.example.controllers.CarController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$getById$0,49,KILLED,edu.ucsb.cs156.example.controllers.CarControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.CarControllerTests]/[method:test_that_logged_in_user_can_get_by_id_when_the_id_does_not_exist()]
CarController.java,edu.ucsb.cs156.example.controllers.CarController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$updateCar$2,93,KILLED,edu.ucsb.cs156.example.controllers.CarControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.CarControllerTests]/[method:admin_cannot_edit_car_that_does_not_exist()]
CarController.java,edu.ucsb.cs156.example.controllers.CarController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postCar,64,KILLED,edu.ucsb.cs156.example.controllers.CarControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.CarControllerTests]/[method:an_admin_user_can_post_a_new_car()]
CarController.java,edu.ucsb.cs156.example.controllers.CarController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postCar,65,KILLED,edu.ucsb.cs156.example.controllers.CarControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.CarControllerTests]/[method:an_admin_user_can_post_a_new_car()]
CarController.java,edu.ucsb.cs156.example.controllers.CarController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postCar,66,KILLED,edu.ucsb.cs156.example.controllers.CarControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.CarControllerTests]/[method:an_admin_user_can_post_a_new_car()]
CarController.java,edu.ucsb.cs156.example.controllers.CarController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,postCar,70,KILLED,edu.ucsb.cs156.example.controllers.CarControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.CarControllerTests]/[method:an_admin_user_can_post_a_new_car()]
CarController.java,edu.ucsb.cs156.example.controllers.CarController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateCar,95,KILLED,edu.ucsb.cs156.example.controllers.CarControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.CarControllerTests]/[method:admin_can_edit_an_existing_car()]
CarController.java,edu.ucsb.cs156.example.controllers.CarController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateCar,96,KILLED,edu.ucsb.cs156.example.controllers.CarControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.CarControllerTests]/[method:admin_can_edit_an_existing_car()]
CarController.java,edu.ucsb.cs156.example.controllers.CarController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateCar,97,KILLED,edu.ucsb.cs156.example.controllers.CarControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.CarControllerTests]/[method:admin_can_edit_an_existing_car()]
CarController.java,edu.ucsb.cs156.example.controllers.CarController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,updateCar,101,KILLED,edu.ucsb.cs156.example.controllers.CarControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.CarControllerTests]/[method:admin_can_edit_an_existing_car()]
ApiController.java,edu.ucsb.cs156.example.controllers.ApiController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,genericMessage,26,KILLED,edu.ucsb.cs156.example.controllers.RestaurantControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RestaurantControllerTests]/[method:admin_can_delete_a_date()]
ApiController.java,edu.ucsb.cs156.example.controllers.ApiController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,getCurrentUser,22,KILLED,edu.ucsb.cs156.example.controllers.UserInfoControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UserInfoControllerTests]/[method:currentUser__logged_in()]
ApiController.java,edu.ucsb.cs156.example.controllers.ApiController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,handleGenericException,32,KILLED,edu.ucsb.cs156.example.controllers.RestaurantControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.RestaurantControllerTests]/[method:test_that_logged_in_user_can_get_by_id_when_the_id_does_not_exist()]
CurrentUserService.java,edu.ucsb.cs156.example.services.CurrentUserService,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,isLoggedIn,16,KILLED,edu.ucsb.cs156.example.services.CurrentUserServiceTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.services.CurrentUserServiceTests]/[method:test_isLoggedIn_returns_false()]
CurrentUserService.java,edu.ucsb.cs156.example.services.CurrentUserService,org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanTrueReturnValsMutator,isLoggedIn,16,KILLED,edu.ucsb.cs156.example.services.CurrentUserServiceTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.services.CurrentUserServiceTests]/[method:test_isLoggedIn_returns_false()]
SystemInfoServiceImpl.java,edu.ucsb.cs156.example.services.SystemInfoServiceImpl,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,getSystemInfo,30,KILLED,edu.ucsb.cs156.example.services.SystemInfoServiceImplTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.services.SystemInfoServiceImplTests]/[method:test_getSystemInfo()]
SystemInfoController.java,edu.ucsb.cs156.example.controllers.SystemInfoController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,getSystemInfo,26,KILLED,edu.ucsb.cs156.example.controllers.SystemInfoControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.SystemInfoControllerTests]/[method:systemInfo__admin_logged_in()]
CSRFController.java,edu.ucsb.cs156.example.controllers.CSRFController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,csrf,18,KILLED,edu.ucsb.cs156.example.controllers.CSRFControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.CSRFControllerTests]/[method:csrf_returns_ok()]
UsersController.java,edu.ucsb.cs156.example.controllers.UsersController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,users,35,KILLED,edu.ucsb.cs156.example.controllers.UsersControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UsersControllerTests]/[method:users__admin_logged_in()]
GrantedAuthoritiesService.java,edu.ucsb.cs156.example.services.GrantedAuthoritiesService,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,getGrantedAuthorities,22,KILLED,edu.ucsb.cs156.example.services.GrantedAuthoritiesServiceTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.services.GrantedAuthoritiesServiceTests]/[method:test_getGrantedAuthorities()]
UserInfoController.java,edu.ucsb.cs156.example.controllers.UserInfoController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,getCurrentUser,23,KILLED,edu.ucsb.cs156.example.controllers.UserInfoControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UserInfoControllerTests]/[method:currentUser__logged_in()]
